Q2 (GeV);beta;x;sigma (mb);sigma error (mb);fit
75;0.1;0.00421;3.10668e-08;1.8734e-10;1.47019
75;0.2;0.00237;1.50625e-07;2.39007e-10;1.25372
75;0.2;0.00421;1.27368e-07;2.04562e-10;0.860163
75;0.2;0.0075;1.08387e-07;1.75303e-10;0.963343
75;0.4;0.00237;5.58513e-07;2.98727e-10;1.26192
75;0.4;0.00421;4.70847e-07;2.34274e-10;1.20095
75;0.4;0.0075;3.99244e-07;2.02079e-10;1.4021
75;0.4;0.0133;3.68317e-07;1.83438e-10;1.40589
75;0.65;0.00237;1.04766e-06;3.10168e-10;1.66804
75;0.65;0.00421;8.90168e-07;2.75185e-10;1.88824
75;0.65;0.0075;7.60368e-07;2.38211e-10;1.28697
75;0.65;0.0133;7.03732e-07;2.23688e-10;1.36437
75;0.65;0.0237;7.03732e-07;2.23688e-10;1.36437
75;0.9;0.00421;6.5272e-07;2.53092e-10;0.093005
75;0.9;0.0075;5.7685e-07;2.17817e-10;0.345382
75;0.9;0.0133;5.42883e-07;2.01576e-10;0.470921
75;0.9;0.0237;5.42883e-07;2.01576e-10;0.470921
